"ID";"Nom de l'entreprise";"Adresse";"Téléphone";"Fax";"Email entreprise";"Spécialité(s)"
"1920";"SOPAL";"sfax route de gabes km 1.5";"74468218";"74468900";"ventes@sopal.com";"BDAD"
"1849";"agence pro style";"ceinture hbib bouruiba de ain vers manzel chaker Sfax-Tunisie";"58382419";"52082413";"Prostylesfax@gmail.com";"LIM"
"1833";"Sifo-Consulting";"Rue Ibn Chabbat Imm. Ajmi App .2-2- Sfax";"22978631";"22978631";"info@sifo-consulting.com";"BDAD"
"1805";"ESSILOR LUXOTTICA SIVO COMMERCIAL";"Poudrière 2 Sfax";"26 287 360";"0000 000";"saifeddine.zayen@sivogroup.com";"BDAD"
"1800";"Banque internationale arabe de Tunisie";"Av. 14 Janvier, Sfax, Gouvernorat de Sfax";"74 101 400";"74 401 751";"biat14@biat.com.tn";"LSI"
"1749";"Tunisie Telecom Sfax";"Complexe Telecom Sfax Jadida 3027";"74401717";"74402852";"sfaxtelecomservice@gnet.tn";"LSIINGINFO"
"1730";"new vision";"sfax";"50451883";"74406626";"newvisiontunisie@gmail.com";"IITWMLIM"
"1726";"société d'Etude et Développement informatique";"Imm essour centre Route Gremda km 0.5,Nasriya Sfax";"58390350";"58390351";"boulbebakallel@gmail.com";"BDAD"
"1697";"Fiction To Mission";"sfax";"92101333";"**********";"*******@gmail.com";"LIM"
"1682";"ZETABOX";"Av. Hedi Nouira, Emna City B-51 Sfax Eljadida، 3027";"70 032 367";"********";"contact@zeta-box.com";"MPDEDIBDADINGINFO"
"1644";"AUTO LION";"Route Gabés km 1.5";"74 467 707";"74 467 707";"autolion@peugeotsfax.tn";"LIM"
"1592";"Société Association Tounes Lina";"66 , 3089 Sfax 15 novembre��";"58853871";"58853871";"tounis.lina@gmail.com";"BDAD"
"1583";"ARTANIT";"19 Rue Pluton, AV. Majida Boulila, Sfax, 3027 Tunisie";"+21623376076";"00216";"artanit.email@gmail.com";"LIM"
"1563";"CRNS";"Technopole de Sfax route Tunis KM 10";"74863042";"74863041";"Contact@cnns.rnrt.tn";"MSCPS"
"1560";"CRNS";"Technopole de sfax, Route tunis Km 10-BP 275- Sakiet ezzit- Tunisie";"74863042";"74863041";"Contact@crns.rnrt.tn";"MSCPSMRSI"
"1557";"IOTA CENTER";"Route de Tunis km12-Sfax";"+216 55 773 650";"(+216) 55 890 809";"direction@iota-center.com";"LIM"
"1541";"WAFRAH DIGITAL";"sakiet ezzit, sfax";"21406040";"77667898";"contact@wafrah.digital";"IITWM"
"1531";"EXALNET&ETAAII";"Route Menzel Chaker KM 1 Sfax / 88 Av des ternes 75017 Paris";"22108193/ 0033676380";"22108193/ 0033676380";"Contact@etaaii.com";"IITWM"
"1505";"EXALNET & ETAAII";"Route Manzel Chaker Km 1 Sfax / 88 Av des termes 75017 Paris";"22108193/00336763806";"22108193/00336763806";"contact@etaaii.com";"IITWM"
"1472";"Inel Security";"Inel Security BP 111 Sfax 3027 - Tunisia";"(+216) 74 400 379";"(+216) 74 400 021";"contact@inel-security.com";"BDAD"
"1461";"Association de la Technologie de la santé(cluster HealthTECH)";"Pôle Technologique,Sakiet Ezzit, Route de Tunis km 10 -3021 Sfax, Tunisie";"+21674861993";"+21674861991";"k.ayedi@healthtech.tn";"IITWM"
"1451";"Web Graphique";"av . 14 Janvier , Sfax EL Jadida , Imm Baya Center , 5éme étage - App.N54 Sfax";"(+216)21140115";"(+216)74404062";"taieb.meftah@web-graphique.fr";"IITWMLIMLSI"
"1432";"SECURAS TECHNOLOGIES";"Route Gremda Km 1, Sfax, Tunisie";"+216 92 920 955 / +3";"+216 74 426 833";"contact@securas.fr";"IITWMBDADINGINFO"
"1409";"Rec-Inov";"Avenue 5 aout rue ibn rachik, Sfax Tunisie";"58063066";"58063066";"service@rec-inov.com";"IITWM"
"1368";"Apprenz";"Immeuble Borgi, 7, Rue Victor Hugo Sfax 3000";"74 202 863";"74 202 863";"omar@infinityengineering.tech";"BDAD"
"1355";"OUIMIND";"Rue ahmed Aloulou, Immeuble Fairouze, Etage 5, Appartement 503, Sfax, TUNISIE";"21446147";"21446147";"contact@ouimind.com";"BDADIITWM"
"1309";"ouimind labs";"sfax";"21446147";"00000";"siwar.fourati@ouimind.com";"IITWM"
"1295";"QUINCAILERIE GENERAL L'IDEALE QGI";"Route Mahdia Km9 Merkez Sebel Imm Dhuib N°4 Sfax";"98 754 257";"74830870";"recrutement@qgi.com.tn";"LIM"
"1284";"Infinity Solution & Engineering";"7,rue Victor Hugo Imm. El Borgi Sfax,Tunisie";"74202863";"74202863";"contact@infinityengineering.tech";"BDAD"
"1236";"l'association l'horizon de développement";"•	BAB BHAR 72 approches Kairouan, 3ème étg.imme. AL SALAM, 3000 Sfax.";"97628635";"74223510";"aichaakkar90@gmail.com";"MPIGP"
"1222";"SOKAPO (Shehrazad)";"Route de l'aéroport km 5, Z.I. Oued Chaabouni 3071 Sfax Tunisie";"74 680 834";"74 680 838";"qualite@shehrazad.com.tn";"MPIGP"
"1203";"Television tunisienne";"Route menzel chaker Km 0.5 sfax";"74 241 246 / 74 241";"74 463 515";"web@tunisiatv.tn";"LIM"
"1184";"Société I4NET";"Rue jamel eddin el Afghani, Sfax";"98 196 586";"73 196 586";"contact@i4net.tn";"LIMBDAD"
"1174";"New Engineering IT";"Bureau 36 Bloc B immeuble Bilvidère, Route De Tunis Km4, 3021 Sfax";"+216 50 90 55 55";"+216 50 90 55 55";"contact@new-eng-it.com";"LIMBDAD"
"1169";"piximind";"Route El Ain km 1.5 immeuble alihsene, Sfax Sfax، 3000";"31587777";"31587777";"Contact@piximind.com";"6002051"
"1130";"Banque Nationale Agricole: Agence Chihia";"Av. Habib Bourguiba, Sfax 3041";"74210313";"74210314";"bna@bna.tn";"BDAD"
"1121";"RunWayTek";"Avenue Mohamed Karray, 3000, Sfax";"70032054";"70032054";"feten.besbes@runwaytek.com";"BDAD"
"1101";"ICODE VISION";"Avenue Ibn Sina N°58 Gremda, Sfax, Tunisie";"+216 21232284";"+216 21232284";"amine@icodevision.com";"LIM"
"1092";"One Kampio Sport";"Rte de l'aéroport km 3|5 3071 Oued Chaabouni ,Sfax";"74455932";"74455932";"onekampiosport@gmail.com";"LSI"
"1089";"Association Tounes Lina";"Sfax, Route Gremda Km 7";"58853871";"58853871";"contact@touneslina.org";"BDAD"
"1088";"Steros";"Route taniour km 0.5 Immeuble irys, sfax 3002";"98916285";"74441444";"steros.tunisie@hms.com.tn";"BDADLIM"
"1079";"Nutrisud";"route de mahdia km 29 Sfax";"36406803";"74899960";"nutrisud@planet.tn";"BDAD"
"1077";"Artofix";"Avenue la liberté 14 janvier ,sfax jadida 3027";"95 368741";"95 368741";"Contact@artofix.tn";"LSI"
"1066";"Tunisie Telecom sfax";"Telecommicication";"74401717";"74402852";"RA@gmail.com";"BDADLIM"
"1054";"ALCAZAR";"Rue Habib Maazoun , Imm.Taperura 3000 Sfax";"74204206";"74296055";"walid.ouledamor@alcazarholding.com";"LIM"
"1049";"Super sac";"route bouzaien km 9 sfax";"36045201";"36045201";"contact@super-sac.com";"6002051"
"1044";"EDI Solutions";"immeuble Ellissa- route de Gremda km 0.5 Sfax, Tunisie";"58390350";"58390350";"fahmikallel@gmail.com";"BDADLSILIM"
"1042";"Stam";"Rue Hafouz, Sfax";"74229855";"74226692";"stam@stam.com.tn";"BDAD"
"1040";"TE WEB";"AV.Martyrs Imm Palma2 3000 Sfax";"54265109";"54265109";"Tahaeleuch@gmail.com";"BDAD"
"1033";"Super Mousse";"Rte de Mahdia km 10 Z.I.Sakiet Eddayer 3054 SFAX - TUNISIE.";"74 831 714";"74 831 716";"super.mousse@tunet.tn";"BDAD"
"1028";"Comptoir d'Équipement Général Gros  (CEG Gros)";"23 RUE MAJIDA BOULILA SFAX";"+216 36 000 300";"(+216) 74 435 202";"s.commercial.gros@ceg.tn";"BDAD"
"999";"Compagnie maghrébine de transport maritime «  COMATRAM »";"rue hedi khefacha imm.Fourati 6éme étage Bureau N2-3000 Sfax TUNISIE";"+216 74223750";"+216 74223751";"info.comatram@tunet.tn";"BDAD"
"982";"A2soft";"Rue Hédi Nouira Imm.la Couronna A06 3ème étage - Sfax Tunisie";"74 400 336";"74 400 338";"contact@a2soft.tn";"BDADLSI"
"967";"ExaDev";"Avenue de la libérté Immeuble Ayda sfax";"70032532";"70032532";"contact@exadev.net";"LIMBDAD"
"948";"PRIMATEC";"Route de Tunis km 10 Cité EL Ons Sfax";"39152300";"74";"primatec@primatec.tn";"BDAD"
"944";"Steros";"Route Tanyour Km 0.5 immeuble IRYS BO3 sfax 3000";"98916285";"74441444";"Assistante.direction@hms.com.tn";"BDADINGINFO"
"932";"WEB GRAPHIQUE";"Av. 14 Janvier, Sfax El Jadida, Imm Baya Centre, 5ème étage - App. N°54, Sfax";"( +216) 74 404 062";"( +216) 74 404 062";"contact@web-graphique.fr";"6002051"
"898";"Clinisys";"Route manzel chaker 4.5 sfax";"74623700";"74623777";"Youssefef.kaanich@csys.com.tn";"LFIMBDAD"
"885";"Minduos";"Av Majida Boulila Imm Loulou 2éme étage N3 Sfax";"52822125";"74257177";"contact@minduos.com";"MP-DEDI"
"882";"La Société de gestion de la technopole de Sfax";"technopole de Sfax";"74861993";"74861991";"g.mhiri@ictsfax.com";"MP-DEDI"
"876";"Centre de radiologie";"Sfax Sakiet ezzit rue Tunis klm 6";"74856556";"74856556";"gmarsaidigs@gmail.com";"MR-SDTHC"
"854";"RegimLab ENIS";"sfax";"28333066";"56666896";"fatma.benabdallah@isims.usf.tn";"MP-DEDI"
"840";"International Consulting and Programming Service";"Express Rocade N°11 entre l'Afrane et Gremda, Sfax Tunisie";"52747477";"74607195";"icpservice@outlook.com";"LFIM"
"839";"3M Consultancy";"route de tunis km 6 sfax";"95577414";"pas de fax";"contact@3m-consultancy.tn";"LFIM"
"833";"Envision";"Avenue des Martyrs Imm. Zayatine Bloc A 4éme Etage B7,3000 Sfax Tunisie";"21969666";"31124739";"info@envision.agency";"MP-DEDIIITWMBDADLSI"
"832";"ENIS, REGIM-Lab / ISIMS";"Pôle Technologique de Sfax : B.P. : 242 SFAX :";"74 862 356";"74 862 432";"leila.baccour@ieee.org";"MR-DS"
"815";"Sakura up";"Av. Lakhmi immeuble Rayhana Bloc B Mezanine App4 3027 Sfax, Tunisie";"+216 31 400 232";"+216 31 400 232";"contact@sakuraup.com";"MP-DEDI"
"809";"centre d’imagerie médicale numérisée Sakiet ezzit";"Immeuble el mansour Sakiet Ezzit Sfax";"74856556";"74856557";"louatinabil@gmail.com";"MR-SDTHC"
"797";"Syphax Energy";"route de Tunis km 3.5 Sfax";"27778854";"74365276";"Syphaxenergie@gmail.com";"LATMW"
"795";"association Magnolia";"Sfax, Agareub";"52197378";"74197378";"magnolia@magnolia-association.tn";"MP-DEDI"
"790";"radio sfax";"radio sfax route menzel chaker km 0.5 3058 Sfax, Tunisie";"98667710";"70164291";"info@radiosfax.net";"MP-DEDI"
"788";"Société formanet";"Avenue Med chaabouni Résidence Elkaram 5éme étage App A4 Sfax, Tunisie";"70032019";"74401607";"commercial@formanet-tn.com";"LATMWLIMIINFO"
"767";"CompiTechnology";"route gremda km4 Sfax Tunisie";"98251144";"74658156";"compitechnology@gmail.com";"MR-SDTHC"
"759";"Freedom of Dev Services";"Menzel Chaker Road km 2.5, Sfax, Tunisia";"74623972";"74623972";"info@freedomofdev.com";"6002051IINFOINGINFO"
"755";"Salle de sport PEPS";"Ceinture Bourguiba, de Route El Aïn vers Route Lafrane, Sfax";"55128888";"";"pepsfitness@gmail.com";"MR-SDTHC"
"746";"Centre Régional de Médecine Scolaire et Universitaire";"5 aout 3000 sfax";"74 244 611";"74 242610";"ween.tunisie@gmail.com";"MP-DEDI"
"745";"ALUMINIUM TECHNOLOGIE";"zone industrielle poudrière 1 Rue de 13 aout Sfax";"74287010";"+216 74 287 006";"alu.technique@gmail.com";"LATMW"
"741";"Axeserp";"Pépinière d'entreprises Sfax innovation 2 Route Saltnia km 3, ZI Poudrière 2 3011 Sfax. Tunisie";"28373007";"29300034";"contact@axeserp.com";"LATMW"
"740";"protech-it";"IMMEUBLE EL YOSR FARHAT HACHED SFAX";"75 391 756";"75 391 756";"contact@protech-it.org";"LFIM"
"737";"News Pressse";"Route de Tunis km 2.5 sfax";"55241786";"74442559";"Contact@newspresse.tn";"LFIM"
"735";"CDS";"route de Gremda km 2.5 - Sfax";"22086910";"74269989";"cds.infosoft@gmail.com";"LFIM"
"734";"Ged-Plus";"Route Manzel chaker km 1 3003 Sfax, Tunisie";"(+216) 24 924 000";"(+216) 74 247 341";"Info@ged-plus.com";"LFIMLIM"
"728";"MedTwoCom";"Rte de Tunis Km 1 Immeuble Hussen 1er étage Bureau N°2 3002 Sfax, Tunisia";"74441912";"74441912";"amine.zouaidi@gmail.com";"LFIM"
"709";"Cabinet radiothérapeute, Dr Moez MEZIOU";"Rue Carthage Immeuble IBN ZOHR A61 Bab Jebli 3027 SFAX";"74 490 060";"--------------------";"meziou_m@yahoo.fr";"6002051"
"689";"KARRAY GROUP";"Route Gremda Km7,3062,sfax";"25555093";"74264348";"mkc@karray-group.com";"LFIMMP-IGPBDADIITWMLIM"
"682";"I Tech Skills";"route lafrane km1  a coté mosquée al safi Sfax";"74240070";"74240070";"academy.itechskills@gmail.com";"LFIM"
"660";"EXADEV";"Avenue de la liberté Immeuble Ayda 1 ére étage N°105 Sfax، 3000";"70 032 532";"70 032 532";"contact@Exadev.tn";"LATMWLFIMMP-DEDIBDAD"
"657";"Window of technology";"Avenue 5 aôut Residence Pavillon d'or 3002, Sfax";"54683190";"54683190";"gerant@click.com.tn";"LATMW"
"651";"Centre d'assistances aux projets et Office National de Télédiffusion";"cité El Ons -Route de Tunis km 23-Sfax";"98948338";"oudhiniyoussef@gmail";"oudhiniyoussef@gmail.com";"LATMW"
"644";"Sysics Studio";"Avenue Sidi Abou Hassan Al Lakhmi, La Perla II building, Apartment 61 Sfax, Tunis";"50450960";"50450960";"contact@sysicsstudio.com";"LFIMLATMWIITWMLIM"
"631";"Digidiom Tunisia";"Route Manzel checker KM 2,5 - Markez el Ajmi BP 198 - 3072 Markez Cheker Sfax Tunisie-";"54 509 263";"54 509 263";"intership@digidiom.com";"6002051"
"627";"Pôle de l’Etudiant Entrepreneur de Sfax";"Faculté de médecine de Sfax, Bd Majida Boulila, Sfax 3029";"98413512";"74240200";"pees@usf.tn";"LFIMLIMLSI"
"620";"SMART CUBE";"23 rue Salem Harzallah, immeuble Echeffi, 2éme étage, Sfax 3000";"74227995";"74227995";"contact@smart-cube.biz";"LFIM"
"612";"Groupe I-Way Sfax";"Avenue de la liberté 14 Janvier, Rue Ibn Eljazzar, Immeuble Khalifa, Bloc B Sfax, 3027";"74 400 185";"74 400 185";"contact@iway-tn.com";"6002051LATMWBDADINGINFO"
"601";"novel-ti";"sfax, route afran , immeuble mahsouna";"74262533";"74262533";"contact@novelti.com.tn";"LFIMIITWMBDAD"
"581";"Campour";"Rue Chikh Tijan, Imm Charfi, App 07 | 3000, Sfax, Tunisie";"50 73 78 02";"50 73 78 02";"aslema@campour.co";"LFIM"
"573";"ITE Digital";"Avenu 5 Aout , Immeuble neifar, El Mizanih, Appartement M4, 3002 Sfax, Tunisie";"22411852";"74202181";"contact@ite.digital";"LFIM"
"555";"INFONETSERVICE";"Résidence Pavillon d’or RDC C7 Rte de Mahdia km 0.5 SFAX – tunisie 3000";"(+216) 74 200 459";"(+216) 74 200 659";"contact@infonet.com.tn";"MP-IGP"
"546";"BEECALL";"Immeuble Emna City bloc A app 504 – Sfax Tunisia";"(+216) 70-032-477";"(+216) 70-032-477";"contact@beecall.info";"MP-DEDI"
"525";"Tunisie Telecom El Bousten";"Sfax Jadida 3027";"74401717";"74403323";"";""
"520";"For Right Solutions";"Beb Bhar Rue Chikh Megdich ,014 - 3000 Sfax Tunisie";"74 674 870 /  74 674";"74 674 872";"contact@frsdev.com";"BDAD"
"515";"Ecole Nationale d'ingénieurs de Sfax, Regim Lab";"Route Sokra, Sfax";"74 274 088";"74 275 595";"enis@enis.rnu.tn";"BDAD"
"513";"imprimerie groupe visions sfax";"rte gremda km1 imm chakroun _sfax";"55360214";"74243540";"hedi_vision@yahoo.fr";"LIM"
"511";"studio  5";"gremda ceinture N° 5 sfax";"2010035";"";"gdoura.ahmed@studio5.tn";""
"501";"association horizon du développement";"immeble sallemi etage 3,beb bhar sfax 3000";"31405500";"32405500";"boulbeba.abdelmoumen@ipeis.rnu.tn";"MP-IGP"
"500";"S.M.T.L";"zone industrielle El hencha Sfax Tunise";"74885437";"74885439";".......................................";""
"481";"wipou";"route saltnia km 3 pépiiére d'entreprise sfax innovation 2";"54494768";"";"medkhinfo@gmail.com";""
"452";"CISEN Computer";"Av. Majida Boulila Imm Diar El Wafa. Esc.A 1 éme étage App 102 - 3002 Sfax - Tunisie";"74 407 014";"74 403 734";"abdelhakimkotti@gmail.com";""
"444";"JOKER PROD";"Rte gremda km 1.5 rue chakib arselane n°171. 3000 Sfax";"+21650935227";"74464686";"joker.prodart@gmail.com";""
"435";"Mandoline";"110 avenue Majida Boulila 3002 Sfax";"74239999";"74438115";"medkhemakhem@yahoo.fr";""
"434";"SOTECA";"Rocade Km 4 entre Téniour et kaied Mohamed. Sfax 3041 - Tunisie";"+216 74 66 03 60";"+216 74 66 03 74";"soteca@tunet.tn";""
"431";"kochbati hatem";"sfax";"21452221";"";"hatem_kochbati@yahoo.fr";""
"429";"Groupe Tiatrouna Arts et Création";"Immeuble Mâalej 5eme Etage, Sfax El Jadida - Sfax";"28278129";"";"hajtaibriad@yahoo.fr";""
"427";"Capitol Soft";"Airport Road km 9 BP 26 El Hajeb 3078 Sfax, Tunisia";"74 681 084";"74 681 084";"chaari.adel@gmail.com";"LSI"
"395";"SOGIMEL";"Pépinière des entreprises, technopole de Sfax, cité El-Ons route de Tunis Km 10, 3069 Sakiet Ezzit, Tunisie";"+216 29 415 507";"";"contact@sogimel.com";""
"368";"Chambre de Commerce et d'industrie de Sfax";"Rue Lieutenant Hamadi Tej 3000 – Sfax – Tunisie";"74296120";"74296121";"ccis@ccis.org.tn";""
"367";"groupe chimique skhira";"skhira3050sfax";"21583675";"";"nazihasamhoun@gmail.com";"LIM"
"359";"wemdev";"AV de la liberte IMMR yasmine 2 APP n:2A 3027 sfax tunisie";"74404747";"74404747";"contact@wemdev.com";"INGINFO"
"357";"Best Way center";"aveme algérie prés de SONEDE SSFAX";"29139200_ 74200138";"_";"_";""
"339";"HighTic-Consult";"route de tunis Km10 Technopole sfax";"23215120";"";"contact@hightic.net";""
"338";"Iset Sfax";"Rte mahdia";"99416252";"";"Moncemakni@gmail.com";""
"306";"Global Formation";"route el aiin klm 5";"23010065";"";"global_formation.sfax@yahoo.fr";""
"303";"CarthageDev";"Rue de liberté 14 janvier immeuble Amal centre 3027 Sfax- Tunisie";"74415563";"74415563";"contact@carthagedev.com";"LFIM"
"301";"Steg ( Centre informatique )";"Rue Imam Boukhari - sfax 3000";"74226948";"74226948";"amasmoudi@steg.com.tn";"IINFOBDADLIM"
"285";"InfoLeader";"21 Avenu Salem Harzallah Sfax";"74229555";"74226196";"infoleader.tn@tunet.tn";""
"272";"studio abid";"Rue 7 novembre Imm.Aïda B-4 Sfax";"74 49 06 84";"98 43 88 46";"studio.abid@hotmail.fr";""
"263";"Universal House ""NEBOSH Accredited Centre N°877""";"72, rue Kairouan Imm. Sallami, 2ème étage - Sfax";"74 201 331";"74 201 331";"training@universalhouse.com.tn";""
"260";"Centre d'informatique et programmation ( CIP )";"22, rue khaled ibn walid SFAX";"74220936";"74212958";"NAJIBSIALA@YAHOO.FR";""
"257";"VirtuelArts";"rue ahmed sekili Imm el khalij bureau 102 sfax 3000";"25272331";"";"contact@virtuelArts.com";""
"228";"TIATROUNA";"bab bhar sfax : frikha 2 éme etage sfax 3002 sfax";"28278129";"28278129";"hajtaiebriad@yahoo.fr";""
"218";"tunisie telecom";"complex telecom sfax jadida 3027";"74401717";"74403323";"chef espace tt sakiet ezzit mme thouraya hammami";""
"212";"LOGIVAR ELECTRONICS";"BP 464 Sfax 3018 - Tunisie";"74 210 802";"74 210 803";"info@logswep.com";""
"201";"LOGIVAR ELECTRONICS";"BP 464 SFAX 3018 TUNISIE";"22434353";"74210903";"manar.h@logivar-electronics.com";""
"200";"softwares & applications makers";"La perla B 6,avenue sidi lakhmi SFAX";"50848292";"50848292";"slim.mtibaa@gmail.com";""
"199";"SiFAST";"42 rue le Météore , route ain km1 , Sfax 3003-Tunisie";"74 242 608";"74 242 409";"amine.mzid@sifast.com";""
"182";"Vaping Shop";"Ouled Bou ali kerkennah - sfax";"70319210";"70319210";"contact@vapingshop.tn";""
"168";"Société Tunisienne des Jointrs Industriels";"Z.I Elghraba Sfax";"74842432";"74842432";"aminsotuji@gmail.com";""
"165";"BRAIN PRO";"route de mahdia km 8 avenu sidi bou ali, sfax, tunisie";"74 831 115";"74 831 115";"www.brain-pro.com";"BDAD"
"163";"BrainPRO";"Bouali Avenue, route Mahdia Km 8 sfax";"74831105";"74831105";"dg@brain-pro.com";""
"150";"INNOVATIVE COMPUTER TECHNOLOGY ICT";"Route de Tunis Km 10 Pôle Tenchnologîque 3021 Sfax - Tunisie";"26 219 632";"74 862 611";"contact@ict-tn.com";"BDAD"
"146";"Tunisian Computing & Network";"Avenue des Martyrs Imm .Pic ville centre A40-3000 Sfax-Tunisie";"+216 74 405 590";"+216 74 408 125";"contact@tcn.com.tn";""
"145";"TDS";"Route de Tunis km 9 cité El Ons Technoplose Sfax";"74 861 112";"74 861 112";"tds.contact@gmail.com";"LSI"
"127";"The IT Expert";"Pépinière d'entreprise, bureau EP3, Technopole de Sfax, cité ElOns";"74863181";"74863182";"contact@the-it-expert.com";""
"126";"CISEN Computer";"Av. Majida Boulila Diar Elwafa Sfax -3002- Tunisie";"74 407 014";"74 403 734";"siala.mzied@gmail.com";"BDADLSI"
"117";"POWER'S MIND";"Immeuble Ghada ZI poudrière 1 Sfax Sfax";"74299100/27563555";"74299100";"contact@powersmind.com";""
"114";"tunisie telecom sfax";"jbeniana sfax 3080";"26183778";"74862432";"yassineghrabe@gmail.com";""
"100";"Nour Media";"route Gremda km 1.5 imeble Hosna A5-5 sfax - Tunise";"74443490";"74443490";"nourm.contact@gmail.com";""
"95";"e-business";"route alafran km 2.5 sfax";"20406100";"20406100";"zied.guermazi@gmail.com";""
"94";"Banque lnternationale Arabe de Tunisie sfax";"Agence Bir Ali Ben Khlifa";"74101415";"74401314";"02157@biat.com.tn";""
"86";"socite tunisienne d'informatique sfax";"route 14 janvier immeuble rami étage 4 bureau n° 3";"74401567";"74490633";"bessem@sticom.tn";""
"85";"Radio sfax";"Radio Sfax maison Shaker Road 0,5 km de Sfax 3058";"74.240.655";"74.247.971";"radio-sfax@email.ati.tn";"LIMMPDD"
"83";"Integral soft";"route sokra km3 sfax";"74674870";"74674872";"ellouze.abdellatif@integral-soft.net";""
"78";"CreaGroupe";"RTE SOUKRA PEPINIERE DE L'INNOVATION A L'ENIS SFAX 3042";"+21653322229";"+21674613820";"contact@creagroupe.com";""
"77";"Télévision Tunisienne";"rue menzel cheker 0.5klm  sfax";"74241246";"74463515";"belhoul@tunisiatv.tn";""
"69";"Business Intelligence Solutions";"Avenu 5 août Immeuble platinum app n° 28 2 éme étage ,3002 Sfax-Tunisie";"74222510";"74222510";"contact@bis.com.tn";"BDAD"
"52";"ADVANCETIC";"Route de Tunis km10 - Technopôle de Sfax";"99448224";"74860224";"message3600@gmail.com";""
"45";"Proto";"Avenu de cartage imm media centre 4éme etage n°46-sfax";"74416458";"74405454";"contact.proto3d@gmail.ccom";""
"44";"Proto";"Avenue de Cartage imm medina center 4 éme étage n°46 Sfax";"74416458";"74405454";"contact.proto3d@gmail.com";""
"42";"Tunisian Wise Tech";"Rue 14 Janvier, Appartement Itkan 2éme étage N°7 ,Sfax";"74400580";"74400590";"trainingcenter.wise@gmail.com";""
"33";"SiFAST";"rue meteor 42 route ain km 1 sfax";"74242608";"74242409";"anis.samet@Sifast.com";"6002051BDADLSIIITWMLIMIINFOPIIM"
"29";"Stage dans le laboratoire Regim-Lab de l' Ecole Nationale d'ingénieurs de Sfax";"Ecole Nationale d'ingénieurs de Sfax";"74677545";"74677545";"ilhem.kallel@ieee.org";""
"22";"ONLYTECH TUNISIE";"rue d'elHabib Thamer immeuble l'océan bleu num 12 sfax";"74210656";"74226554";"contact@onlytech-tunisie.com";""
"21";"UR SETIT";"ISBS Sfax";"52279907";"75 394 309";"mbouhlel@gmail.com";""
"15";"Bureautique Service";"Route Sokkra km 4 jnen Bouhlel sfax";"74675535";"";"bureautiqueservice@hotmail.fr";""
"14";"SOPROPHA";"Avenue Majida Bouleila sfax";"74501410";"74401288";"sopropha@gnet.tn";"LIM"
"1";"Glinse";"Ouled Kacem kerkennah 3070 Sfax";"74482655";"74482655";"contact@glinse.com";"LFIMMPIPIMLIMLATMWMP-IGP"
