"ID";"Nom de l'entreprise";"Adresse";"Téléphone";"Fax";"Email entreprise";"Spécialité(s)"
"3682";"PrestaCode";"Rue lakhmi-Imm Fourat-Bureau 207 Sfax-Tunisie";"55099292";"";"jobs@prestacode.io";"BDAD"
"3668";"PROCAN";"Rte Ain Km 2.5 Sfax";"74457000";"74457000";"info@procan-group.com";"IINFO"
"3657";"HB bank";"34 AV. Hédi CHAKER, km 7 Rte de Mahdia, Sfax";"71 127 436";"*";"ag.sfaxsidimanssour@bhbank.tn";"BDAD"
"3650";"TRAPSA";"Av 5 Août Hached Sfax";"74225494";"74225494";"samiasoudani@trapsa.com.tn";"BDAD"
"3641";"Id software solutions";"Sfax,route de tunis km2 kassas chaaben immeuble ariana palace";"52316807";"52316709";"id2softwaresolutions@gmail.com";"BDAD"
"3632";"PrestaCode";"Rue lakhmi-Imm Fourat-Bureau 207 Sfax-Tunisie";"55099292";"55099292";"hazar.ayadi@prestacode.io";"IINFO"
"3629";"Twinscom";"Avenue Martyrs immeuble pic ville 3027 sfax";"+216 44 844 180";"74406320";"sales@twins-com.com";"BDAD"
"3605";"emna mallek";"sfax";"55817815";"+216 74 862 432";"emna.mallek96@gmail.com";"IINFO"
"3600";"Groupe Chimique Tunisien - Direction Régionale De Sfax";"km 4 Rte de Gabes, Sfax";"74453165";"74453130";"titi.sondes@gct.com.tn";"BDAD"
"3580";"Sofrecom";"Route de Taniour Tbolbi,Sfax";"+216 58 434 656";"+216 52 854 624";"sofrecom-recrutement@sofrecom.tn";"BDADINGINFO"
"3565";"CHO";"Sfax";"111111";"111111";"cho@cho.tn";"BDAD"
"3553";"Jalysscom";"Bâtiment Al-Anbara, à côté du complexe Al-Jamasi 3000 Sfax Tunisie";"51 165 003";"51 165 003";"jalysscom.book@gmail.com";"MPIGP"
"3538";"Hôpital Habib Bourguiba";"PPRX+474, Rue Al Firdaws, Sfax 3029";"74242333";"74242333";"taharmahjoubi@rns.tn";"MPIGP"
"3517";"YOUSOFT-IT";"Av. d'Algérie Imm. Jallouli 1, 3000 Sfax -Tunisia-";"+216-74-227-251";"+216-74-227-250";"amri@yousoft-it.com";"MPDEDILIMBDAD"
"3499";"Htsoft";"Route Gremda km 0.5 Immeuble LA COURONNE - 4E Etage -APP A03 - 3027 – Sfax - Tunisie";"58 40 29 08";"58 40 29 08";"contact@htsoft.tn";"BDAD"
"3487";"STEG BASE SFAX DE TRANSPORT D'ELECTRICITE";"GREMDA KM09 SFAX";"74659993";"74658814";"kabdelhedi@steg.com.tn";"BDAD"
"3473";"Cresus Solutions";"Avenue 14 janvier Immeuble Aïn palace, 6ème étage App603 - 3027 Sfax";"40185000";"70035992";"contact@cresus.pro";"IITWM"
"3460";"SPID";"Av 5aout immeble affes";"27750809";"27750809";"spid.tech.sfax@gmail.com";"BDAD"
"3457";"EXPERT DEV SOLUTIONS WEB";"Av 14 Janvier IMM.Omaraa A5.5 (En fâce Banque centrale)  Sfax, Tunisie";"+216 29 580 137";"+216 29 580 137";"web@expert-dev-solutions.com";"LIM"
"3454";"Prestacode";"Rue lakhmi imm fourat _bureau 207-sfax-tunisie";"31199969";"31199969";"hazard.ayedi@prestacode.io";"LIM"
"3447";"ISIMS";"pôle technologique de sfax, Sakiet Ezzit 3021";"74862233";"74862432";"direction.stages.isimsf@gmail.com";"BDAD"
"3430";"Mercarue";"Rte gremda km 6 sfax";"50 480 214";"50 480 214";"contact@mercarue.com";"LIM"
"3414";"Tekab dev";"Rue Hedi Nouira complex la Couronne 5éme étage B02، Tunisie, Sfax";"+(216) 29 711 100";"+(216) 29 711 100";"contact@tekab.dev";"IITWMLIM"
"3310";"systeo digital";"route manzel chaker ,sfax";"29370899";"29370899";"j-score@systeo.biz";"IITWMINGINFOBDAD"
"3284";"Groupe Hammami";"Route saltnia km 2.5, sfax tunisie";"29954075";"74289790";"contact@groupe-hammami.com";"BDADINGINFOLIM"
"3273";"Société DECADE Tunisie Filiale de DECADE France";"Decade Sfax Immeuble : Focus - Route Gremda Ceinture Bourguiba Km 3";"73645867";"73465868";"administratif@decade.fr";"IITWM"
"3256";"société Kusa";"Route Tunis km10, sekit ezzit sfax3021";"53991708";"53991708";"kusaup@gmail.com";"BDAD"
"3245";"Primatec Engineering";"Sfax Technopark Tunis Rd, km 10, Sfax , Sakiet Ezzit 3021, TN";"39 152 300";"";"info@primatec.tn";"BDAD"
"3240";"Pâtisserie Masmoudi la commerciale";"Av.Dr Ahmed Essihilli 3003 Sfax";"51782047";"";"info@masmoudi.tn";"BDAD"
"3239";"STEG, DISTRICT SFAX SUD";"rte de Menzel Chaker Km 43013 Merkez Kassas - SFAX";"74 620 653 / 74 620";"74 620 673";"cbenghozlen@steg.com.tn";"BDAD"
"3219";"MAS Group";"sfax , Nasriya , complexe la coronne 9éme étage";"74 645 692";"74 645 692";"mas@mas-alu.com";"BDAD"
"3213";"Envision Agency";"Avenue des Martyrs immeuble zayatine Bloc A 4 éme étage bureau 7 Sfax, 3000";"21 96 96 66‬";"31 12 47 39‬";"contact@envision.com.tn";"BDADIINFOMPDD"
"3195";"ECOCLOUD";"Route El Aïn Km2 Sfax Tunisie";"55941914";"----";"rit.main.data@gmail.com";"BDAD"
"3189";"Wide Insights";"16 Av. Omar B. Khattab – Teniour KM 8  Sfax 3041 - Tunisie";"55737262";"55737262";"gkhabou@wide-insights.com";"BDAD"
"3183";"Revolutionary Digital Transformation, ReDX";"Route Menzel Chaker Km 3.5, Sfax";"22585885";"74620607";"contact@redxt.com";"BDAD"
"3165";"xlainer";"avenue 5 out , centre d'affaire sfax";"98253750";"";"oussamabahri@xlainer.com";"BDAD"
"3159";"Société de l’investissement en écologie";"Zone industrielle « Poudriére 1 » sfax, Tunisia, 3081";"98 513 315";"99 414 241";"ramzi_halouani@yahoo.fr";"LSI"
"3153";"SSII Expertise Online";"Avenue Habib themeur Immeuble Attijari BANK 3000. Sfax";"44670134";"74297234";"expertise.online@profiscal.com";"BDAD"
"3135";"ILEYCOM";"63 rue de la Mecque ,La Medina, Sfax 3000";"+216 54 969 081";"+216 54 969 081";"contact@ileycom.com";"LSI"
"3129";"LA COMPAGNIE TUNISIENNE DE FORAGE";"Route de Tunis Km 17 Sidi Salah Sfax Tunisie";"+216 74 273 160";"+216 74 273 162";"contact@ctf.com.tn";"LIM"
"3121";"Agence Brandery";"Avenue Misrata résidence Souhir M2 - Sfax Tunisie";"74 200 887";"74 200 887";"sayhello@brandery.be";"IITWM"
"3111";"Data Camp Training & consulting";"Avenue bourgiba maison 178 Gremda 3062 Sfax";"25290881";"74660118";"contact@datacamp-training.com";"BDAD"
"3109";"O.A.C.A";"Aéroport Sfax";"74278000";"74278359";"oaca.aitn@planet.tn";"IITWM"
"3096";"Amilcar Petroleum Operations";"Hannibal Gas Plant, Route de Gabes KM21, Nakta , BP256PM, Sfax";"31363800";"31363310";"bahaeddine.abdaoui@apo.com.tn";"IITWMBDAD"
"3080";"Taguini Marketing";"Imm Lafran centre, Mezanine Bureau N°3, Route de Lafran Km 0.5 Sfax";"54 650 272";"54 650 272";"contact@taguini.com";"BDAD"
"3075";"Splendor";"Av. Majida boulila Imm. Maissa 3ème étage B.7, 3027 Sfax Tunisie";"+216 53 158 602";"31400050";"hello@splendor-ad.tn";"IITWM"
"3053";"Ecm Consulting";"avenue 14 janvier, Imm omara 3027 sfax, tunisie";"53951282";"53951282";"contact@consultecm.com";"IITWM"
"3045";"SOFT PRO";"Route Mohamed jammoussi Imm Ahlem sfax";"95160106";"95160106";"islemabdelkafi06@gmail.com";"BDAD"
"3043";"Clinisya";"Rt manzel chaker km 4.5 sfax";"24231200";"74623700";"standard@csys.com.tn";"PIIM"
"3024";"ads prima pub";"pépinière d'entreprises sfax innovation 3";"29211644";"31238068";"contact@adsprimpub.com";"LIM"
"3013";"ads prima pub";"Pépinière d'entreprises sfax innovation 3";"27009306";"31238068";"contact@adsprimapub.com";"LIM"
"2995";"NewGen Technologies";"Immeuble Emna City bloc B 6éme étage App 61, 3027 Sfax Ville";"70296368";"70296368";"administration@nextgentech.fr";"BDAD"
"2993";"MyPartner ISC";"Sfax El Jadida Imm Ihsan App 404";"52888866";"52888866";"careers@mypartner-isc.com";"IITWMBDAD"
"2992";"Platana";"Residence Rayahine Av. Majida Boulila, 3027, Sfax";"70 032 088";"70 032 088";"contact@platana.fr";"BDADIITWM"
"2968";"Tunisie Télécom direction régionale Sfax";"Complexe telecom sfax el jadida";"74401717";"74402852";"riadh.jallali@tunisietelcom.tn";"PIIM"
"2964";"Artibedded";"Technopole de Sfax";"99704734";"---------------";"nour.bouraoui@artibedded.com";"IITWMBDAD"
"2949";"Aminformatique";"Rue Arbi Zarrouk_Magasin N° 21_3000 Sfax_prés du lycée 9 avril";"74200657";"74229402";"ami@tunet.tn";"LSI"
"2945";"Société jmal ejm";"Zone Indestrielle la poudriere 1 sfax";"26636000";"74296670";"ejm.direction@gmail.com";"BDAD"
"2935";"Prima Pub";"sakiet ezzit sfax";"29211644";"29211644";"primapub.tn@gmail.com";"LIM"
"2931";"CRNS";"Technopole de Sfax Route de Tunis Km 10";"74 863042";"74863041";"ameurhanen@gmail.com";"PIIM"
"2918";"LEADERPOS";"ROUTE SOKRA K1 IMMEUBLE RIM PALACE , SFAX";"+21674494362";"74463015";"leaderpos.tn@gmail.com";"BDAD"
"2883";"ABS COMPUTER";"Imm moulin ville centre route tunis km 1.5 sfax";"70015081";"74444108";"contact@abscomputer.tn";"BDAD"
"2878";"DOXSO technologies";"14 janvier Sfax";"50702771";"50707271";"contact@doxso-technologies.com";"LIM"
"2869";"Akriveia";"Route lafrane km6 Sfax";"24745351";"24745351";"contact.akriveia@gmail.com";"BDAD"
"2829";"united developers";"el amra-3036 -sfax";"70038206";"74898339";"rabaa.abbes@gmail.com";"BDADLIM"
"2807";"SORETRAS";"SFAX 3058";"74240444";"74450888";"feker.masmoudi@gmail.com";"BDAD"
"2774";"Parfumerie ennour";"Sfax";"26645227";"00";"ennourmarketing@gmail.com";"MPIGP"
"2760";"ITC";"ROUTE DE GABES KM10, 3083 SFAX -TUNISIA";"(+216) 74 679 645";"(+216) 74 679 645";"information@itc-tunisia.net";"LIM"
"2748";"Quality One Dev";"Rue lakhmi ennasria sfax - immeuble la perla 2 - 3027";"52 222 229";"";"info@qualityone.dev";"BDAD"
"2743";"KUSA";"village entrepreneuriat technopole Sfax cité Ons";"21140208";"21140208";"tarek.ouni@gmail.com";""
"2728";"STE BEST SOLUTIONS";"Av. Monji Slim, Sakiet Ezzit 3021, Sfax";"44701752";"44701752";"contact@bestsol.tn";"IITWM"
"2726";"Bisoftcom";"Route de Gremda  Km 6,5 - Centre Sahnoun 3012 Sfax";"98154865";"Néant";"youssef.missaoui@gmail.com";"MRDSBDAD"
"2683";"Soft-pro / CRNS";"imm.Aml Centre,Av.de la Liberté 14 janvier 3027 Sfax Tunisie";"22723603";"22723603";"elloumi.fahmi@gmail.com";""
"2655";"Commissariat Régional de l'éducation sfax2";"rue eljazair sfax";"74669031";"74669031";"cre.sfax2@edunet.tn";"BDAD"
"2651";"L'Institut supérieur d'informatique et de multimédia de Sfax";"RQQ4+RW7، pôle technologique de sfax, Sakiet Ezzit 3021";"74 862 233";"74242870";"anis.jedidi@isims.usf.tn";"MPDEDI"
"2637";"Association NAHAWAND";"22 Rue du marché central, 300 Sfax";"22680000";"22680000";"contact@rimm.tn";"MPDEDI"
"2623";"Laboratoire de recherche MIRACLE";"Technopole Sfax, Rte de Tunis, Sakiet Ezzit 3021";"74862332";"74862332";"jammoussi@gmail.com";"MRDS"
"2613";"Business Software";"Route Gremda km 0,5 Immeuble Essour 2ème étage. App 24. Sfax 3000 Sfax Medina, Tunisia, Sfax Medina, Tunisia";"26 706 061";"74 401 209";"contact@businessoftware.com.tn";"BDAD"
"2612";"Datasphera";"A5-1 Immeuble sfax palace avenue 5 août sfax";"70295258";"70295258";"contact@datasphera.com";"MPIGP"
"2595";"Advantry X";"ICT Technopole, Business incubator, Sfax, Sakiet Ezzit 3021, TN";"55 919 529";"55 919 529";"contact@advantryx.com";"BDADMPDEDI"
"2572";"Beprimetech";"Route de Tunis Km 4 Markez Bouasida immeuble Belvédère RDC Sfax, 3031";"58 019 018";"+216 58 019 018";"contact@beprimetech.com";"LIM"
"2539";"capitol soft";"Route de l’aéroport, km 4, Immeuble El Outour, Sfax, Tunisia";"44 162 995";"74 681 084";"info@capitol-soft.com";"LIM"
"2518";"WEDTECT";"cité ons Route Tunis km10 ,Sfax";"27577756";"27577756";"contact.wedtect@gmail.com";"MPIGPBDADIITWM"
"2512";"ELITEBOX Consulting";"Rue Habib Khanfir, Chehia, Sfax 3041";"97235425";"contact@elitebox-con";"contact@elitebox-consulting.com";"BDAD"
"2506";"Advanced Technologies for Medicine & Signal (ATMS)-ENIS";"Route de la Soukra km 4 - 3038 sfax";"+216 70 258 520";"+216 74 275 595";"echtiouiamira@yahoo.fr";"LIM"
"2503";"Future Proof";"Sakiet-ezzit, Sfax 3021, TN";"58785655";"58785655";"contact@futurproof.tn";"BDADMPDEDI"
"2495";"radio diwan fm";"rue taniour km 5.5 sfax";"31330328";"31328329";"contact@diwanfm.net";"LIM"
"2446";"POLYSOFT&CO";"Rte de teniour Km 0,5 , Sfax , Tunisia";"74433020";"74433020";"gm@polysoftco.tn";"BDAD"
"2430";"Adshee";"Tunisia Sfax nasriya imm perla 2  6eme etage";"24118102";"24118102";"maazoun.majdiii@gmail.com";"IITWM"
"2427";"ExaDev";"Avenue de la liberté Immeuble Ayda 1 ére étage N°105 Sfax، 3000";"22386968";"70032532";"contact@exadev.tn";"BDAD"
"2419";"novatis";"Immeuble Fourat Bureau 102 Rue Sidi Lakhmi Sfax، 3027";"70 284 284";"70 284 284";"info@novatis.tn";"MPDEDI"
"2409";"sac-marquage";"N 428, Av.Errached Sakiet Eddayer Km 10, 3054 Sfax, Tunisie";"55553575";"55553575";"sac-marquage@gmail.com";"BDAD"
"2399";"Général Computer";"Beb Bhar Sfax derrière L’UGTT";"98344071";"74200197";"abdelhedigc@yahoo.fr";"LIM"
"2393";"Infosquare";"Av. Mongi Slim, Sfax";"+216 97.807.847";"+216 97.807.847";"contact@infosquaregroup.com";"BDAD"
"2387";"Softtodo";"Route Ain Km 3, Ceinture Bourguiba, 3003 Sfax Tunisie.";"23787296";"74660544";"info@softtodo.com";"BDAD"
"2386";"Atom engineering";"Sekit Ezzit, Sfax, Tunisia.";"25444210";"25444210";"internship@atom-group.fr";"IITWM"
"2384";"TELNET";"25 Rue Jamel Eddine El Afghani, Zone industrielle Poudrière 1, 3000 Sfax";"74278700";"74287019";"info@groupe-telnet.net";"LIM"
"2381";"fogits";"2A2, Immeuble Hadrich - ZI Poudrière 1 Rue Jameleddine Afghani, 3002 Sfax, Tunisie";"58 422 213";"36 366 597";"ameni.khoufi@fogits.com";"BDADLSIPIIM"
"2359";"Dedale Solutions";"Rue Ahmed Aloulou,residence Al Ihsene , bureau 506 Sfax";"23406515";"71659599";"contact@minotore.com";"IITWMINGINFO"
"2355";"Dots-tn";"avenue 5 aout sfax";"53662814";"53662814";"faicalmarrakchi@gmail.com";"BDAD"
"2340";"Général informatique";"Route Ain k1.5 centure n5 vers Manzel Chaker, Sfax, Tunisia";"22830617";"74457408";"general.info.elec@gmail.com";"BDAD"
"2316";"Cradle of Nature";"Markaz Chaker BP N°10, 3072 Sfax";"54021200";"";"hamed.ktari@cradle-nature.com";"IITWM"
"2293";"WEB VUE";"3027, résidence Baya Center, 3ème étage 35, Rue Hédi Nouira, Sfax";"28 833 242";"28 833 242";"contact@wvue.net";"BDADIITWM"
"2286";"netnovus";"B1-6 Res Nour Elhouda Elain 3051 Sfax ,Tunisie";"+216 70 253 168";"+216 70 253 168";"info@netnovus.com";"PIIM"
"2283";"Biat";"Amra sfax";"58591332";"31341411";"agrebimen2001@gmail.com";"LSILIM"
"2280";"Capitol Soft";"Route de l’aéroport, km 4, Immeuble El Outour, Sfax, Tunisia";"74 681 084";"74 681 084";"chaari.adel@capitol-soft.com";"LIM"
"2237";"groupe chimique tunisien usine de Skhira";"GCT Skhira Sfax 3050 Sfax";"74295200";"7429520";"noureddine.mchiri@gct.com.tn";"LIMBDAD"
"2230";"HyperGroup";"Av. de la Liberté 14 Janvier, Rue IbnEljazzar, Imm Khalifa, Bloc B 3027 Sfax, Tunisia";"(+216) 23 956 393";"(+216) 74 408 885";"contact@hypergroup.com.tn";"BDADMPDEDI"
"2211";"Karray Group";"Route de Gremda km6 , sfax";"74264348";"74264347";"contact@karray-group.com";"BDADINGINFO"
"2175";"Lunar TC";"Rue sidi lakhmi sfax";"25055063";"+216 74 250 932";"mahdi@lunar-tc.com";"IITWMLIMBDAD"
"2159";"trapsa";"skihra sfax";"74295453";"74295426";"said.attia@trapsa.com.tn";"IITWM"
"2151";"Imprimerie El Faouz";"Route Saltania Km 4(devant la mosquée Elmanar) Sfax";"+216 74 874 582";"+216 74 874 582";"imprimerie.el.faouz1@gmail.com";"LIM"
"2124";"somocer groupe";"Route de Sfax, MENZEL HAYET-5033 Monastir";"73410469";"73410043";"contact@somocergroup.com";"LIM"
"2117";"Air liquide tunisie service";"Zone industrielle poudrière 1 rue de 13 août 3002 sfax";"36464767";"74297788";"ameni.brini@airliquide.com";"LSI"
"2111";"CONDORI";"Av de la liberté, Sfax";"58316564";"indisponible";"abrcondori@yahoo.fr";"BDAD"
"2110";"Freecom training centrer";"Complexe la couronne, AV hédi nouira sfax";"56541541";"70296396";"freecom.traningcenter1@gmail.com";"LIM"
"2107";"ABS Computer";"Route de Tunis km 1.5 imm moulin ville centre bloc B sfax";"70015081";"744444108";"hbaiebmelek@gmail.com";"LIMMPIGPBDAD"
"2105";"Actia Group";"Parc Technologique de sfax, 2ième Etage 3021 Sfax (Tunisie Sfax, 3021";"70 221 503";"70 221 503";"wassim.keskes@actia-engineering.tn";"BDAD"
"2094";"Office des Oeuvres Universitaire pour le Sud";"Cité El Mourouj، B.P 1094 Rte de l'aéroport, Sfax 3018";"74 243 614";"74 243 735";"contact@oous.mesrs.tn";"LIM"
"2090";"Actia Engineering Services";"Route de Tunis km10, cité el ons, hôtel d'entreprises, Sfax";"70687917";"70687921";"contact@actia-engineering.tn";"IITWMLIMBDAD"
"2086";"Finlogik Tunisie sfax";"Route de Teniour Km 2,5 Markez El Pacha";"74259872";"3041";"recrutementunisie@finlogik.com";"BDAD"
"2060";"CHU Habib Bourguiba sfax";"Route de l'Ain 3000 SFAX";"74241800";"74241511";"mahjoubi.tahar@gmail.com";"LSI"
"2058";"Digital Click";"Route Afrane Km 03, Imm Afrane Centre 2 APP N°5-2 Sfax, Tunisie";"70 146 563";"70 146 563";"contact@digital-click.tn";"BDAD"
"2047";"STUBSOFT";"Route Mahdia km1.5 Sfax";"74440602";"74440603";"khalilbenatitallah@gmail.com";"BDAD"
"2045";"Spectrum Center";"Avenue hedi nouira, immeuble mokhtar bellaaj 1ère étage app13 centre ville sfax 3027 sfax medina, tunisia";"54 777 117";"54 777 117";"spectrumcenter21@gmail.com";"IITWM"
"2027";"Société Tunisienne de Banque Agence Sfax Lafrane";"Route Lafrane Km 4";"74660880";"70143143";"chefagence.sfaxlafrane@stb.com.tn";"IITWM"
"2015";"Miral développement";"rue Hedi Nouira Emna city 3027 Sfax";"26041415";"26041415";"miraldevelopemnt@gmai.com";"LIM"
"1939";"best web business";"route de gremda km7 markaz sahnoun-sfax -tunisie";"24158294";"74659930";"bestbusinessweb@yahoo.fr";"BDAD"
"1930";"Sifast";"rue meteor 42 route ain km 1 sfax";"74242608";"74242409";"stage@sifast.com";"BDAD"
"1925";"Ghdiri Imen";"Sfax-cité l'ons";"92623205";"**********";"imen.ghdiri98@gmail.com";"LIM"
"1923";"sonede";"rue ibn badis sonede sfax";"74223536";"74223303";"sonede@sonede.com.tn";"LSI"
"1920";"SOPAL";"sfax route de gabes km 1.5";"74468218";"74468900";"ventes@sopal.com";"BDAD"
"1849";"agence pro style";"ceinture hbib bouruiba de ain vers manzel chaker Sfax-Tunisie";"58382419";"52082413";"prostylesfax@gmail.com";"LIM"
"1833";"Sifo-Consulting";"Rue Ibn Chabbat Imm. Ajmi App .2-2- Sfax";"22978631";"22978631";"info@sifo-consulting.com";"BDAD"
"1808";"IODEV";"B54, Rue Mongi Slim Immeuble le 24, Sakiet Ezzit Sfax, Tunisie";"21 11 00 90";"";"contact@iovision.io";"IITWM"
"1805";"ESSILOR LUXOTTICA SIVO COMMERCIAL";"Poudrière 2 Sfax";"26 287 360";"0000 000";"saifeddine.zayen@sivogroup.com";"BDAD"
"1800";"Banque internationale arabe de Tunisie";"Av. 14 Janvier, Sfax, Gouvernorat de Sfax";"74 101 400";"74 401 751";"biat14@biat.com.tn";"LSI"
"1749";"Tunisie Telecom Sfax";"Complexe Telecom Sfax Jadida 3027";"74401717";"74402852";"sfaxtelecomservice@gnet.tn";"LSIINGINFO"
"1730";"new vision";"sfax";"50451883";"74406626";"newvisiontunisie@gmail.com";"IITWMLIM"
"1726";"société d'Etude et Développement informatique";"Imm essour centre Route Gremda km 0.5,Nasriya Sfax";"58390350";"58390351";"boulbebakallel@gmail.com";"BDAD"
"1697";"Fiction To Mission";"sfax";"92101333";"**********";"*******@gmail.com";"LIM"
"1682";"ZETABOX";"Av. Hedi Nouira, Emna City B-51 Sfax Eljadida، 3027";"70 032 367";"********";"contact@zeta-box.com";"MPDEDIBDADINGINFO"
"1644";"AUTO LION";"Route Gabés km 1.5";"74 467 707";"74 467 707";"autolion@peugeotsfax.tn";"LIM"
"1592";"Société Association Tounes Lina";"66 , 3089 Sfax 15 novembre��";"58853871";"58853871";"tounis.lina@gmail.com";"BDAD"
"1583";"ARTANIT";"19 Rue Pluton, AV. Majida Boulila, Sfax, 3027 Tunisie";"+21623376076";"00216";"artanit.email@gmail.com";"LIM"
"1568";"LEADERTEC ENGINEERING";"Route de La Soukra km 0,5 immeuble nadine Sfax";"23634220";"23634220";"leadertec.engineering@gmail.com";"BDADINGINFO"
"1563";"CRNS";"Technopole de Sfax route Tunis KM 10";"74863042";"74863041";"contact@cnns.rnrt.tn";"MSCPS"
"1557";"IOTA CENTER";"Route de Tunis km12-Sfax";"+216 55 773 650";"(+216) 55 890 809";"direction@iota-center.com";"LIM"
"1541";"WAFRAH DIGITAL";"sakiet ezzit, sfax";"21406040";"77667898";"contact@wafrah.digital";"IITWM"
"1531";"EXALNET&ETAAII";"Route Menzel Chaker KM 1 Sfax / 88 Av des ternes 75017 Paris";"22108193/ 0033676380";"22108193/ 0033676380";"contact@etaaii.com";"IITWM"
"1472";"Inel Security";"Inel Security BP 111 Sfax 3027 - Tunisia";"(+216) 74 400 379";"(+216) 74 400 021";"contact@inel-security.com";"BDAD"
"1461";"Association de la Technologie de la santé(cluster HealthTECH)";"Pôle Technologique,Sakiet Ezzit, Route de Tunis km 10 -3021 Sfax, Tunisie";"+21674861993";"+21674861991";"k.ayedi@healthtech.tn";"IITWM"
"1451";"Web Graphique";"av . 14 Janvier , Sfax EL Jadida , Imm Baya Center , 5éme étage - App.N54 Sfax";"(+216)21140115";"(+216)74404062";"taieb.meftah@web-graphique.fr";"IITWMLIMLSI"
"1432";"SECURAS TECHNOLOGIES";"Route Gremda Km 1, Sfax, Tunisie";"+216 92 920 955 / +3";"+216 74 426 833";"contact@securas.fr";"IITWMBDADINGINFO"
"1409";"Rec-Inov";"Avenue 5 aout rue ibn rachik, Sfax Tunisie";"58063066";"58063066";"service@rec-inov.com";"IITWM"
"1368";"Apprenz";"Immeuble Borgi, 7, Rue Victor Hugo Sfax 3000";"74 202 863";"74 202 863";"omar@infinityengineering.tech";"BDAD"
"1355";"OUIMIND";"Rue ahmed Aloulou, Immeuble Fairouze, Etage 5, Appartement 503, Sfax, TUNISIE";"21446147";"21446147";"contact@ouimind.com";"BDADIITWM"
"1309";"ouimind labs";"sfax";"21446147";"00000";"siwar.fourati@ouimind.com";"IITWM"
"1295";"QUINCAILERIE GENERAL L'IDEALE QGI";"Route Mahdia Km9 Merkez Sebel Imm Dhuib N°4 Sfax";"98 754 257";"74830870";"recrutement@qgi.com.tn";"LIM"
"1284";"Infinity Solution & Engineering";"7,rue Victor Hugo Imm. El Borgi Sfax,Tunisie";"74202863";"74202863";"contact@infinityengineering.tech";"BDAD"
"1236";"l'association l'horizon de développement";"•	BAB BHAR 72 approches Kairouan, 3ème étg.imme. AL SALAM, 3000 Sfax.";"97628635";"74223510";"aichaakkar90@gmail.com";"MPIGP"
"1222";"SOKAPO (Shehrazad)";"Route de l'aéroport km 5, Z.I. Oued Chaabouni 3071 Sfax Tunisie";"74 680 834";"74 680 838";"qualite@shehrazad.com.tn";"MPIGP"
"1210";"Optimalogistic";"pépinière des entreprise 3, cité el ons, 3021 Sfax";"28202236";"28716111";"contact@optimalogistic.com";"LIMIITWMBDADMPIGPPIIM"
"1203";"Television tunisienne";"Route menzel chaker Km 0.5 sfax";"74 241 246 / 74 241";"74 463 515";"web@tunisiatv.tn";"LIM"
"1184";"Société I4NET";"Rue jamel eddin el Afghani, Sfax";"98 196 586";"73 196 586";"contact@i4net.tn";"LIMBDAD"
"1174";"New Engineering IT";"Bureau 36 Bloc B immeuble Bilvidère, Route De Tunis Km4, 3021 Sfax";"+216 50 90 55 55";"+216 50 90 55 55";"contact@new-eng-it.com";"LIMBDAD"
"1130";"Banque Nationale Agricole: Agence Chihia";"Av. Habib Bourguiba, Sfax 3041";"74210313";"74210314";"bna@bna.tn";"BDAD"
"1121";"RunWayTek";"Avenue Mohamed Karray, 3000, Sfax";"70032054";"70032054";"feten.besbes@runwaytek.com";"BDAD"
"1101";"ICODE VISION";"Avenue Ibn Sina N°58 Gremda, Sfax, Tunisie";"+216 21232284";"+216 21232284";"amine@icodevision.com";"LIM"
"1092";"One Kampio Sport";"Rte de l'aéroport km 3|5 3071 Oued Chaabouni ,Sfax";"74455932";"74455932";"onekampiosport@gmail.com";"LSI"
"1089";"Association Tounes Lina";"Sfax, Route Gremda Km 7";"58853871";"58853871";"contact@touneslina.org";"BDAD"
"1088";"Steros";"Route taniour km 0.5 Immeuble irys, sfax 3002";"98916285";"74441444";"steros.tunisie@hms.com.tn";"BDADLIM"
"1079";"Nutrisud";"route de mahdia km 29 Sfax";"36406803";"74899960";"nutrisud@planet.tn";"BDAD"
"1077";"Artofix";"Avenue la liberté 14 janvier ,sfax jadida 3027";"95 368741";"95 368741";"contact@artofix.tn";"LSI"
"1066";"Tunisie Telecom sfax";"Telecommicication";"74401717";"74402852";"ra@gmail.com";"BDADLIM"
"1054";"ALCAZAR";"Rue Habib Maazoun , Imm.Taperura 3000 Sfax";"74204206";"74296055";"walid.ouledamor@alcazarholding.com";"LIM"
"1049";"Super sac";"route bouzaien km 9 sfax";"36045201";"36045201";"contact@super-sac.com";"6002051"
"1044";"EDI Solutions";"immeuble Ellissa- route de Gremda km 0.5 Sfax, Tunisie";"58390350";"58390350";"fahmikallel@gmail.com";"BDADLSILIM"
"1042";"Stam";"Rue Hafouz, Sfax";"74229855";"74226692";"stam@stam.com.tn";"BDAD"
"1040";"TE WEB";"AV.Martyrs Imm Palma2 3000 Sfax";"54265109";"54265109";"tahaeleuch@gmail.com";"BDAD"
"1033";"Super Mousse";"Rte de Mahdia km 10 Z.I.Sakiet Eddayer 3054 SFAX - TUNISIE.";"74 831 714";"74 831 716";"super.mousse@tunet.tn";"BDAD"
"1028";"Comptoir d'Équipement Général Gros  (CEG Gros)";"23 RUE MAJIDA BOULILA SFAX";"+216 36 000 300";"(+216) 74 435 202";"s.commercial.gros@ceg.tn";"BDAD"
